Federal organization,Fiscal year,GHG source,GHG scope,Energy category,Energy use (GJ),Emissions (t)
Canadian Food Inspection Agency,FY 2018-19,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",475.8506238,33.40911587
Canadian Food Inspection Agency,FY 2018-19,fleet,1,fuels with renewable content,546.9166756,33.69451618
Canadian Food Inspection Agency,FY 2018-19,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",843.7948653,59.26389404
Canadian Food Inspection Agency,FY 2018-19,facilities,1,liquified petroleum gas,974.3968964,59.45292568
Canadian Food Inspection Agency,FY 2018-19,facilities,2,district heating,8935.199402,731.2569847
Canadian Food Inspection Agency,FY 2018-19,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",11271.16821,802.3280312
Canadian Food Inspection Agency,FY 2018-19,fleet,1,gasoline,57199.94238,3787.72138
Canadian Food Inspection Agency,FY 2018-19,facilities,2,electricity,108215.6875,6740.382132
Canadian Food Inspection Agency,FY 2018-19,facilities,1,natural gas,195568.7918,9769.384185
Canadian Food Inspection Agency,FY 2019-20,fleet,1,fuels with renewable content,93.44452015,1.313613517
Canadian Food Inspection Agency,FY 2019-20,fleet,1,fuels with renewable content,216.0606067,13.31108071
Canadian Food Inspection Agency,FY 2019-20,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",415.2102231,29.15160075
Canadian Food Inspection Agency,FY 2019-20,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",815.2157135,57.23269558
Canadian Food Inspection Agency,FY 2019-20,facilities,1,liquified petroleum gas,1083.528216,66.11161298
Canadian Food Inspection Agency,FY 2019-20,facilities,2,district heating,8780.40271,718.588028
Canadian Food Inspection Agency,FY 2019-20,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",12232.27693,870.7437203
Canadian Food Inspection Agency,FY 2019-20,fleet,1,gasoline,53608.12939,3549.807335
Canadian Food Inspection Agency,FY 2019-20,facilities,2,electricity,107001.6162,6644.575407
Canadian Food Inspection Agency,FY 2019-20,facilities,1,natural gas,189728.5427,9480.272114
Canadian Food Inspection Agency,FY 2020-21,facilities,1,natural gas,186654.2484,9328.874996
Canadian Food Inspection Agency,FY 2020-21,facilities,2,electricity,95185.27172,5935.33904
Canadian Food Inspection Agency,FY 2020-21,fleet,1,gasoline,35943.58208,2380.419607
Canadian Food Inspection Agency,FY 2020-21,facilities,2,district heating,9929.898071,824.1819534
Canadian Food Inspection Agency,FY 2020-21,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",9340.318932,664.8822881
Canadian Food Inspection Agency,FY 2020-21,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",889.5248795,66.44345427
Canadian Food Inspection Agency,FY 2020-21,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",781.0904579,54.83688927
Canadian Food Inspection Agency,FY 2020-21,facilities,1,liquified petroleum gas,763.8763115,46.60796013
Canadian Food Inspection Agency,FY 2020-21,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",460.4196115,32.32571526
Canadian Food Inspection Agency,FY 2020-21,fleet,1,fuels with renewable content,149.5256984,9.211994121
Canadian Food Inspection Agency,FY 2020-21,fleet,1,fuels with renewable content,2.953423098,0.041518286
Canadian Forces Morale and Welfare Services,FY 2005-06,facilities,2,electricity,29947.08311,1913.285925
Canadian Forces Morale and Welfare Services,FY 2005-06,facilities,1,natural gas,10502.33111,521.0843704
Canadian Forces Morale and Welfare Services,FY 2005-06,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",16.08599567,1.129386202
Canadian Forces Morale and Welfare Services,FY 2019-20,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",10.17631167,0.714471169
Canadian Forces Morale and Welfare Services,FY 2019-20,facilities,1,natural gas,9461.582357,469.4466886
Canadian Forces Morale and Welfare Services,FY 2019-20,facilities,2,electricity,24749.65735,199.372192
Canadian Forces Morale and Welfare Services,FY 2020-21,facilities,2,electricity,17287.35902,144.0613199
Canadian Forces Morale and Welfare Services,FY 2020-21,facilities,1,natural gas,6360.878621,315.6017377
Canadian Forces Morale and Welfare Services,FY 2020-21,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",56.30100831,3.952850522
Canadian Space Agency,FY 2005-06,facilities,2,electricity,47308.47207,1110.896242
Canadian Space Agency,FY 2005-06,facilities,1,natural gas,22271.76865,1104.620163
Canadian Space Agency,FY 2005-06,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",847.4712806,59.50032941
Canadian Space Agency,FY 2005-06,facilities,1,liquified petroleum gas,122.3114033,7.462842286
Canadian Space Agency,FY 2005-06,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",5.531165987,0.388318766
Canadian Space Agency,FY 2017-18,facilities,1,liquified petroleum gas,54.48135066,3.324185535
Canadian Space Agency,FY 2017-18,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",105.7741122,7.425932795
Canadian Space Agency,FY 2017-18,fleet,1,gasoline,303.5339371,20.2989184
Canadian Space Agency,FY 2017-18,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",379.0812826,26.61501688
Canadian Space Agency,FY 2017-18,facilities,1,natural gas,21939.80048,1088.182898
Canadian Space Agency,FY 2017-18,facilities,2,electricity,54576.89321,120.9179359
Canadian Space Agency,FY 2018-19,facilities,1,liquified petroleum gas,16.47016287,1.004928954
Canadian Space Agency,FY 2018-19,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",95.50321722,6.704859674
Canadian Space Agency,FY 2018-19,fleet,1,gasoline,336.151401,22.36054435
Canadian Space Agency,FY 2018-19,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",473.5820842,33.24985105
Canadian Space Agency,FY 2018-19,facilities,1,natural gas,23113.1263,1146.357165
Canadian Space Agency,FY 2018-19,facilities,2,electricity,52731.27968,144.6519088
Canadian Space Agency,FY 2019-20,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",84.28550768,5.917313516
Canadian Space Agency,FY 2019-20,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",284.0423813,19.9423992
Canadian Space Agency,FY 2019-20,fleet,1,gasoline,391.5772961,26.00166016
Canadian Space Agency,FY 2019-20,facilities,1,natural gas,20821.56493,1032.72039
Canadian Space Agency,FY 2019-20,facilities,2,electricity,53137.33099,154.1868617
Canadian Space Agency,FY 2020-21,facilities,2,electricity,48073.47645,160.425266
Canadian Space Agency,FY 2020-21,facilities,1,natural gas,19045.46072,944.6238059
Canadian Space Agency,FY 2020-21,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",633.3184304,44.46479964
Canadian Space Agency,FY 2020-21,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",56.55040002,3.970155135
Canadian Space Agency,FY 2020-21,fleet,1,gasoline,38.95654227,2.678723397
Correctional Service Canada,FY 2005-06,facilities,1,natural gas,1537750.867,76463.49192
Correctional Service Canada,FY 2005-06,facilities,2,electricity,726080.0467,53249.48009
Correctional Service Canada,FY 2005-06,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",58983.30154,4198.673298
Correctional Service Canada,FY 2005-06,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",47272.47131,3531.038055
Correctional Service Canada,FY 2005-06,fleet,1,gasoline,37334.21094,2471.257996
Correctional Service Canada,FY 2005-06,facilities,1,liquified petroleum gas,10170.29685,620.5416337
Correctional Service Canada,FY 2005-06,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",7228.26315,507.490905
Correctional Service Canada,FY 2005-06,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",3023.976013,216.2224407
Correctional Service Canada,FY 2005-06,fleet,1,fuels with renewable content,1220.382423,75.18541479
Correctional Service Canada,FY 2005-06,fleet,1,liquified petroleum gas,1067.170776,64.94689369
Correctional Service Canada,FY 2005-06,fleet,1,fuels with renewable content,583.9267693,8.20866245
Correctional Service Canada,FY 2005-06,fleet,1,natural gas,0.598306276,0.03390143
Correctional Service Canada,FY 2017-18,fleet,1,liquified petroleum gas,1.025054507,0.062383771
Correctional Service Canada,FY 2017-18,fleet,1,fuels with renewable content,134.1059351,8.262008846
Correctional Service Canada,FY 2017-18,fleet,1,fuels with renewable content,248.263689,17.00089967
Correctional Service Canada,FY 2017-18,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",1736.575546,124.1698961
Correctional Service Canada,FY 2017-18,facilities,1,liquified petroleum gas,8941.710006,545.5792642
Correctional Service Canada,FY 2017-18,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",13173.31965,924.8888789
Correctional Service Canada,FY 2017-18,fleet,1,gasoline,36097.65552,2389.408325
Correctional Service Canada,FY 2017-18,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",64105.74694,4563.31002
Correctional Service Canada,FY 2017-18,facilities,2,electricity,759850.2964,37632.72221
Correctional Service Canada,FY 2017-18,facilities,1,natural gas,1456997.152,72503.2225
Correctional Service Canada,FY 2018-19,fleet,1,fuels with renewable content,46.4220469,2.859975263
Correctional Service Canada,FY 2018-19,fleet,1,fuels with renewable content,71.38889837,4.88865453
Correctional Service Canada,FY 2018-19,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",1409.210464,100.7623315
Correctional Service Canada,FY 2018-19,facilities,1,liquified petroleum gas,8095.258005,493.9329696
Correctional Service Canada,FY 2018-19,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",14024.75021,984.6671025
Correctional Service Canada,FY 2018-19,fleet,1,gasoline,32328.25024,2139.897705
Correctional Service Canada,FY 2018-19,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",66058.21724,4702.29535
Correctional Service Canada,FY 2018-19,facilities,2,electricity,763534.8075,36369.63571
Correctional Service Canada,FY 2018-19,facilities,1,natural gas,1580526.66,78654.2856
Correctional Service Canada,FY 2019-20,fleet,1,natural gas,0.00886479,0.0005023
Correctional Service Canada,FY 2019-20,fleet,1,liquified petroleum gas,2.606930941,0.158655077
Correctional Service Canada,FY 2019-20,fleet,1,fuels with renewable content,45.81257939,2.822425514
Correctional Service Canada,FY 2019-20,fleet,1,fuels with renewable content,86.15350008,5.899720967
Correctional Service Canada,FY 2019-20,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",2405.371017,171.990509
Correctional Service Canada,FY 2019-20,facilities,1,liquified petroleum gas,7314.401056,446.2889509
Correctional Service Canada,FY 2019-20,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",12415.04041,871.6506512
Correctional Service Canada,FY 2019-20,fleet,1,gasoline,43532.34229,2881.529572
Correctional Service Canada,FY 2019-20,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",64074.8342,4561.109951
Correctional Service Canada,FY 2019-20,facilities,2,electricity,760859.9935,36225.70177
Correctional Service Canada,FY 2019-20,facilities,1,natural gas,1424384.969,70896.12741
Correctional Service Canada,FY 2020-21,facilities,1,natural gas,1436427.176,71471.84287
Correctional Service Canada,FY 2020-21,facilities,2,electricity,739737.8607,34306.93483
Correctional Service Canada,FY 2020-21,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",61040.72955,4345.129765
Correctional Service Canada,FY 2020-21,fleet,1,gasoline,23836.97888,1577.838043
Correctional Service Canada,FY 2020-21,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",12054.461,846.3346005
Correctional Service Canada,FY 2020-21,facilities,1,liquified petroleum gas,7378.136493,450.1776957
Correctional Service Canada,FY 2020-21,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",1071.764313,76.63404751
Correctional Service Canada,FY 2020-21,fleet,1,fuels with renewable content,43.2087369,2.662009135
Correctional Service Canada,FY 2020-21,fleet,1,fuels with renewable content,23.59598243,1.615833744
Crown-Indigenous Relations and Northern Affairs Canada,FY 2005-06,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",2740.805821,195.1017862
Crown-Indigenous Relations and Northern Affairs Canada,FY 2005-06,fleet,1,gasoline,1110.340157,73.49660492
Crown-Indigenous Relations and Northern Affairs Canada,FY 2005-06,facilities,2,electricity,621.0391997,153.1896926
Crown-Indigenous Relations and Northern Affairs Canada,FY 2005-06,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",130.4497938,9.327515066
Crown-Indigenous Relations and Northern Affairs Canada,FY 2005-06,fleet,1,fuels with renewable content,0.474039908,0.029204701
Crown-Indigenous Relations and Northern Affairs Canada,FY 2017-18,facilities,2,electricity,3520.60971,704.1217619
Crown-Indigenous Relations and Northern Affairs Canada,FY 2017-18,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",11740.0757,835.7070232
Crown-Indigenous Relations and Northern Affairs Canada,FY 2018-19,fleet,1,fuels with renewable content,1.896159634,0.116818805
Crown-Indigenous Relations and Northern Affairs Canada,FY 2018-19,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",10.00395644,0.715310633
Crown-Indigenous Relations and Northern Affairs Canada,FY 2018-19,fleet,1,gasoline,1306.339661,86.47036648
Crown-Indigenous Relations and Northern Affairs Canada,FY 2018-19,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",2986.408257,212.5848349
Crown-Indigenous Relations and Northern Affairs Canada,FY 2018-19,facilities,2,electricity,4008.301289,935.270432
Crown-Indigenous Relations and Northern Affairs Canada,FY 2018-19,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",12424.48217,872.313508
Crown-Indigenous Relations and Northern Affairs Canada,FY 2019-20,fleet,1,gasoline,1214.255722,80.3750639
Crown-Indigenous Relations and Northern Affairs Canada,FY 2019-20,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",3109.40055,221.3398951
Crown-Indigenous Relations and Northern Affairs Canada,FY 2019-20,facilities,2,electricity,5362.387841,1251.223537
Crown-Indigenous Relations and Northern Affairs Canada,FY 2019-20,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",10600.32757,744.2412958
Crown-Indigenous Relations and Northern Affairs Canada,FY 2020-21,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",2378.680289,169.3242437
Crown-Indigenous Relations and Northern Affairs Canada,FY 2020-21,facilities,2,electricity,981.9721509,231.8544401
Crown-Indigenous Relations and Northern Affairs Canada,FY 2020-21,fleet,1,gasoline,259.4788437,17.17564285
Employment and Social Development Canada,FY 2005-06,fleet,1,gasoline,21035.28259,1392.384727
Employment and Social Development Canada,FY 2005-06,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",207.1647224,14.81284237
Employment and Social Development Canada,FY 2005-06,fleet,1,fuels with renewable content,111.568718,6.873535752
Employment and Social Development Canada,FY 2005-06,fleet,1,liquified petroleum gas,2.809409052,0.170977692
Employment and Social Development Canada,FY 2010-11,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",217.97093,15.56466528
Employment and Social Development Canada,FY 2010-11,fleet,1,Fuels with renewable content,473.14837,28.97372835
Employment and Social Development Canada,FY 2010-11,fleet,1,Gasoline,13930.14,892.722972
Employment and Social Development Canada,FY 2010-11,fleet,1,Liquified petroleum gas,1.7717,0.1078238
Employment and Social Development Canada,FY 2010-11,fleet,1,Natural gas,0.005092,0.000290499
Employment and Social Development Canada,FY 2011-12,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",247.010301,17.55082656
Employment and Social Development Canada,FY 2011-12,fleet,1,Fuels with renewable content,1167.895734,71.61553197
Employment and Social Development Canada,FY 2011-12,fleet,1,Gasoline,11864.1425,760.3220465
Employment and Social Development Canada,FY 2011-12,fleet,1,Liquified petroleum gas,2.143757,0.130466798
Employment and Social Development Canada,FY 2011-12,fleet,1,Natural gas,0.014345,0.000818382
Employment and Social Development Canada,FY 2012-13,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",122.6749,8.771588462
Employment and Social Development Canada,FY 2012-13,fleet,1,Fuels with renewable content,997.10928,61.1428824
Employment and Social Development Canada,FY 2012-13,fleet,1,Gasoline,9702.875,621.815675
Employment and Social Development Canada,FY 2012-13,fleet,1,Liquified petroleum gas,0.78461,0.04775054
Employment and Social Development Canada,FY 2012-13,fleet,1,Natural gas,0.010222,0.000583165
Employment and Social Development Canada,FY 2013-14,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",8.18854,0.585502845
Employment and Social Development Canada,FY 2013-14,fleet,1,Fuels with renewable content,828.990994,50.83384527
Employment and Social Development Canada,FY 2013-14,fleet,1,Gasoline,7912.583,507.0835334
Employment and Social Development Canada,FY 2013-14,fleet,1,Liquified petroleum gas,0.774486,0.047134404
Employment and Social Development Canada,FY 2014-15,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",1.94564,0.139118543
Employment and Social Development Canada,FY 2014-15,fleet,1,Fuels with renewable content,549.205814,33.67737837
Employment and Social Development Canada,FY 2014-15,fleet,1,Gasoline,5399.9645,346.0605821
Employment and Social Development Canada,FY 2015-16,fleet,1,Gasoline,5114.34455,327.7564236
Employment and Social Development Canada,FY 2016-17,fleet,1,Fuels with renewable content,8.170418,0.50101119
Employment and Social Development Canada,FY 2016-17,fleet,1,Gasoline,4962.1705,318.0042409
Employment and Social Development Canada,FY 2017-18,fleet,1,fuels with renewable content,1.174942218,0.072385952
Employment and Social Development Canada,FY 2017-18,fleet,1,gasoline,4861.648438,321.8066044
Employment and Social Development Canada,FY 2018-19,fleet,1,gasoline,4692.765747,310.6274929
Employment and Social Development Canada,FY 2019-20,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",1.608599514,0.115019258
Employment and Social Development Canada,FY 2019-20,fleet,1,fuels with renewable content,1.635440037,0.111993648
Employment and Social Development Canada,FY 2019-20,fleet,1,fuels with renewable content,7.48305887,0.461017147
Employment and Social Development Canada,FY 2019-20,fleet,1,gasoline,4529.350037,299.8106117
Employment and Social Development Canada,FY 2020-21,fleet,1,gasoline,505.533638,33.46271896
Environment and Climate Change Canada,FY 2005-06,facilities,1,natural gas,189172.3563,9362.695698
Environment and Climate Change Canada,FY 2005-06,facilities,2,electricity,110019.8821,6157.602868
Environment and Climate Change Canada,FY 2005-06,fleet,1,gasoline,58834.28986,3931.186874
Environment and Climate Change Canada,FY 2005-06,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",22142.7606,1556.192259
Environment and Climate Change Canada,FY 2005-06,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",4571.956043,326.0865302
Environment and Climate Change Canada,FY 2005-06,fleet,1,fuels with renewable content,2646.582996,164.2430487
Environment and Climate Change Canada,FY 2005-06,facilities,1,liquified petroleum gas,1828.621879,108.5939463
Environment and Climate Change Canada,FY 2005-06,fleet,1,aviation fuel,1396.067818,96.29228878
Environment and Climate Change Canada,FY 2005-06,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",1252.658296,89.1693432
Environment and Climate Change Canada,FY 2005-06,fleet,1,aviation fuel,755.9428444,56.09923029
Environment and Climate Change Canada,FY 2005-06,fleet,1,liquified petroleum gas,465.4999113,28.32984571
Environment and Climate Change Canada,FY 2005-06,fleet,1,natural gas,0.084362804,0.004780195
Environment and Climate Change Canada,FY 2010-11,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",21414.4109,1565.5444
Environment and Climate Change Canada,FY 2010-11,facilities,1,Liquified petroleum gas,1627.88858,99.306992
Environment and Climate Change Canada,FY 2010-11,facilities,1,natural gas,203742.1137,10155.15449
Environment and Climate Change Canada,FY 2010-11,facilities,2,electricity,140449.7124,4753.693988
Environment and Climate Change Canada,FY 2010-11,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",7151.683081,509.6449396
Environment and Climate Change Canada,FY 2010-11,fleet,1,Fuels with renewable content,5340.223528,327.3248192
Environment and Climate Change Canada,FY 2010-11,fleet,1,Gasoline,49709.492,3186.645318
Environment and Climate Change Canada,FY 2010-11,fleet,1,Liquified petroleum gas,4.651978,0.283114492
Environment and Climate Change Canada,FY 2010-11,fleet,1,Natural gas,0.005225,0.000298086
Environment and Climate Change Canada,FY 2011-12,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",21749.91507,1590.07212
Environment and Climate Change Canada,FY 2011-12,facilities,1,Liquified petroleum gas,743.75966,45.371984
Environment and Climate Change Canada,FY 2011-12,facilities,1,natural gas,178933.2074,8918.599751
Environment and Climate Change Canada,FY 2011-12,facilities,2,electricity,148566.3189,4575.685948
Environment and Climate Change Canada,FY 2011-12,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",7178.696494,510.7494136
Environment and Climate Change Canada,FY 2011-12,fleet,1,Fuels with renewable content,6507.67191,399.0513641
Environment and Climate Change Canada,FY 2011-12,fleet,1,Gasoline,45587.3635,2922.423127
Environment and Climate Change Canada,FY 2011-12,fleet,1,Liquified petroleum gas,31.417303,1.912024042
Environment and Climate Change Canada,FY 2012-13,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",20009.069,1462.804
Environment and Climate Change Canada,FY 2012-13,facilities,1,Liquified petroleum gas,1665.19552,101.582848
Environment and Climate Change Canada,FY 2012-13,facilities,1,natural gas,184346.5128,9188.416099
Environment and Climate Change Canada,FY 2012-13,facilities,2,electricity,110743.9236,4485.182889
Environment and Climate Change Canada,FY 2012-13,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",6640.36974,473.7736276
Environment and Climate Change Canada,FY 2012-13,fleet,1,Fuels with renewable content,6252.431844,383.400007
Environment and Climate Change Canada,FY 2012-13,fleet,1,Gasoline,40713.435,2609.892793
Environment and Climate Change Canada,FY 2012-13,fleet,1,Liquified petroleum gas,1.946339,0.118452146
Environment and Climate Change Canada,FY 2013-14,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",19440.1608,1421.2128
Environment and Climate Change Canada,FY 2013-14,facilities,1,Liquified petroleum gas,2359.37289,143.930136
Environment and Climate Change Canada,FY 2013-14,facilities,1,natural gas,191639.5575,9551.924625
Environment and Climate Change Canada,FY 2013-14,facilities,2,electricity,108994.9284,3587.711426
Environment and Climate Change Canada,FY 2013-14,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",8468.878898,602.1227698
Environment and Climate Change Canada,FY 2013-14,fleet,1,Fuels with renewable content,6826.44688,418.5986904
Environment and Climate Change Canada,FY 2013-14,fleet,1,Gasoline,39620.007,2539.784047
Environment and Climate Change Canada,FY 2013-14,fleet,1,Liquified petroleum gas,1.5186,0.0924204
Environment and Climate Change Canada,FY 2014-15,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",20932.3671,1530.3036
Environment and Climate Change Canada,FY 2014-15,facilities,1,Liquified petroleum gas,1238.930164,75.57914552
Environment and Climate Change Canada,FY 2014-15,facilities,1,natural gas,178661.0484,8905.03448
Environment and Climate Change Canada,FY 2014-15,facilities,2,electricity,117418.7502,3417.029513
Environment and Climate Change Canada,FY 2014-15,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",9277.550551,659.7654034
Environment and Climate Change Canada,FY 2014-15,fleet,1,Fuels with renewable content,6982.301074,428.1556917
Environment and Climate Change Canada,FY 2014-15,fleet,1,Gasoline,35984.4765,2306.698172
Environment and Climate Change Canada,FY 2014-15,fleet,1,Liquified petroleum gas,3.206777,0.195161078
Environment and Climate Change Canada,FY 2015-16,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",25597.9965,1871.394
Environment and Climate Change Canada,FY 2015-16,facilities,1,Liquified petroleum gas,1205.912667,73.5649608
Environment and Climate Change Canada,FY 2015-16,facilities,1,natural gas,149899.1218,7471.448649
Environment and Climate Change Canada,FY 2015-16,facilities,2,electricity,121515.0487,3195.602327
Environment and Climate Change Canada,FY 2015-16,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",9312.91237,662.8145561
Environment and Climate Change Canada,FY 2015-16,fleet,1,Fuels with renewable content,5535.73754,339.4522107
Environment and Climate Change Canada,FY 2015-16,fleet,1,Gasoline,31295.3676,2005.943648
Environment and Climate Change Canada,FY 2015-16,fleet,1,Liquified petroleum gas,1.84763,0.11244482
Environment and Climate Change Canada,FY 2015-16,fleet,1,Natural gas,0.001824,0.000104059
Environment and Climate Change Canada,FY 2016-17,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",25419.31934,1858.33144
Environment and Climate Change Canada,FY 2016-17,facilities,1,Liquified petroleum gas,1546.514246,94.34286827
Environment and Climate Change Canada,FY 2016-17,facilities,1,natural gas,154045.8175,7678.133142
Environment and Climate Change Canada,FY 2016-17,facilities,2,electricity,130634.8992,3249.682926
Environment and Climate Change Canada,FY 2016-17,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",10179.5777,724.9447436
Environment and Climate Change Canada,FY 2016-17,fleet,1,Fuels with renewable content,907.309174,55.63632717
Environment and Climate Change Canada,FY 2016-17,fleet,1,Gasoline,40300.88825,2583.057294
Environment and Climate Change Canada,FY 2016-17,fleet,1,Liquified petroleum gas,2.58162,0.15711468
Environment and Climate Change Canada,FY 2017-18,fleet,1,fuels with renewable content,0.683369804,0.009606601
Environment and Climate Change Canada,FY 2017-18,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",31.34256482,2.231092282
Environment and Climate Change Canada,FY 2017-18,fleet,1,fuels with renewable content,80.07214341,4.960859526
Environment and Climate Change Canada,FY 2017-18,fleet,1,fuels with renewable content,644.3710508,44.12509219
Environment and Climate Change Canada,FY 2017-18,facilities,1,liquified petroleum gas,1669.708231,99.35724801
Environment and Climate Change Canada,FY 2017-18,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",10173.81567,727.178416
Environment and Climate Change Canada,FY 2017-18,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",26537.27831,1939.870914
Environment and Climate Change Canada,FY 2017-18,fleet,1,gasoline,36257.3035,2408.788627
Environment and Climate Change Canada,FY 2017-18,facilities,2,electricity,127024.9248,2905.840654
Environment and Climate Change Canada,FY 2017-18,facilities,1,natural gas,153978.1104,7606.640826
Environment and Climate Change Canada,FY 2018-19,fleet,1,liquified petroleum gas,4.983539283,0.303292906
Environment and Climate Change Canada,FY 2018-19,fleet,1,fuels with renewable content,42.32837844,2.607772186
Environment and Climate Change Canada,FY 2018-19,fleet,1,fuels with renewable content,517.1680679,35.41525483
Environment and Climate Change Canada,FY 2018-19,facilities,1,liquified petroleum gas,1711.008558,101.7207578
Environment and Climate Change Canada,FY 2018-19,facilities,1,biomass,1756.999491,0
Environment and Climate Change Canada,FY 2018-19,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",3519.538263,250.5350987
Environment and Climate Change Canada,FY 2018-19,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",10743.41662,767.3058367
Environment and Climate Change Canada,FY 2018-19,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",22617.75094,1653.354445
Environment and Climate Change Canada,FY 2018-19,fleet,1,gasoline,33364.31514,2215.578305
Environment and Climate Change Canada,FY 2018-19,facilities,2,electricity,129293.6516,3049.244286
Environment and Climate Change Canada,FY 2018-19,facilities,1,natural gas,140543.0555,6943.309899
Environment and Climate Change Canada,FY 2019-20,fleet,1,liquified petroleum gas,0.294355161,0.017914153
Environment and Climate Change Canada,FY 2019-20,fleet,1,fuels with renewable content,77.26852262,4.828666046
Environment and Climate Change Canada,FY 2019-20,fleet,1,fuels with renewable content,673.1931152,46.09973717
Environment and Climate Change Canada,FY 2019-20,facilities,1,liquified petroleum gas,1514.150733,90.03209844
